filename,text,number,card name,type,description,instruction,card name_pl,description_pl,instruction_pl,card_name_it,description_it,instruction_it,card_name_ru,description_ru,instruction_ru,,,,,,,,
./log-card-100-miners-pick-1.jpg,"Boy, Miner’spick |
6 >
YJ u
Pick „ Weapon
The earth s crust hides unimaginable
riches and resources, sparking hopes of
wealth in many. Moles in particular
have enjoyed the gifts they believe
to be created by their deity, Johris.
Force
Get and reroll up to 1 9.
Fight z Climb
Reroll 1 8.",100,Miners Pick,Item,"The earth s crust hides unimaginable
riches and resources, sparking hopes of
wealth in many. Moles in particular
have enjoyed the gifts they believe
to be created by their deity, Johris.","Pick „ Weapon
Force
Get and reroll up to 1 9.
Fight z Climb
Reroll 1 8.",Krótki Kilof,Skorupa ziemi kryje niewyobrażalne bogactwa. Kreciki szczególnie cenią te dary przypisywane bożkowi Johrisowi.,Kilof • Broń • Siła: Zyskaj i przerzuć do 1 9. Walka / Wspinaczka: Przerzuć 1 8.,Piccone corto,"La crosta terrestre nasconde ricchezze e risorse inimmaginabili, accendendo speranze di fortuna in molti. Le talpe, in particolare, apprezzano i doni che credono creati dalla loro divinità, Johris.","Pick „ Weapon
Forza
Ottieni e ritira fino a 1 9.
Combattimento z Arrampicata
Ritira 1 8.",Короткий кирк,"Земная кора скрывает немыслимые богатства и ресурсы, разжигая надежды на достаток у многих. Кроты особенно ценят эти дары, которые, как они верят, созданы их божеством Джорисом.",Кирка • Оружие • Сила: получи и перебрось до 1 9. Бой / Лазание: перебрось 1 8.,,,,,,,,
./log-card-100-oil-lantern-1.jpg,"jo) | Oil Lantern |
: Shas R |
Light „ Lubricant = —
Whether you are exploring
wild caves, abandoned ruins, or
anything in between, a proper
light source is essential.
Explore
Get and reroll up to 2 Gy.
Search
Reroll up to 2 &%.",100,Oil Lantern,Item,"Whether you are exploring
wild caves, abandoned ruins, or
anything in between, a proper
light source is essential.","Light „ Lubricant
Explore
Get and reroll up to 2 Gy.
Search
Reroll up to 2 &%.",Lampion na Olej,"Niezależnie, czy zwiedzasz jaskinie, ruiny czy coś pomiędzy — porządne źródło światła jest kluczowe.",Światło • Smar • Eksploracja: Zyskaj i przerzuć do 2 Gy. Poszukiwania: Przerzuć do 2 &%.,Lanterna a olio,"Che tu stia esplorando grotte selvagge, rovine abbandonate o qualunque cosa nel mezzo, una fonte di luce adeguata è essenziale.","Luce „ Lubrificante
Esplorazione
Ottieni e ritira fino a 2 Gy.
Ricerca
Ritira fino a 2 &%.",Масляный фонарь,"Неважно, исследуешь ли ты дикие пещеры, заброшенные руины или что-то между ними — надёжный источник света необходим.",Свет • Смазка • Исследование: получи и перебрось до 2 Gy. Поиск: перебрось до 2 &%.,,,,,,,,
./log-card-100-pocket-compass-1.jpg,"rea
lam >
jóy Pocket Compass |
i 03)
GEL ABER zę
| <-NANIE
Navigation >=
Some folks, like echidnas, rely on
their inner compass to navigate
through life. Others like something
more tangible — and trustworthy.
Explore
Get 29.
Search
Reroll 1 &.",100,Pocket Compass,Item,"Some folks, like echidnas, rely on
their inner compass to navigate
through life. Others like something
more tangible — and trustworthy.","Navigation
Explore
Get 29.
Search
Reroll 1 &.",Kieszonkowy Kompas,Jedni — jak kolczatki — kierują się wewnętrznym kompasem. Inni wolą coś namacalnego i pewnego.,Nawigacja • Eksploracja: Zyskaj 29. Poszukiwania: Przerzuć 1 &.,Bussola tascabile,"Alcuni, come le echidne, si affidano alla bussola interiore per orientarsi nella vita. Altri preferiscono qualcosa di più tangibile — e affidabile.","Navigazione
Esplorazione
Ottieni 29.
Ricerca
Ritira 1 &.",Карманный компас,"Некоторые, как ехидны, полагаются на внутренний компас, чтобы ориентироваться в жизни. Другие предпочитают что-то более осязаемое — и надёжное.",Навигация • Исследование: получи 29. Поиск: перебрось 1 &.,,,,,,,,
./log-card-100-refreshing-juice-1.jpg,"a
©"" p 2
góy Refreshing Juice
b
- mzk
©
NE:
Drink pepe
Freshly squeezed, strong juice can
have an intense effect on your
mental and physical capabilities.
In A skill check, you may
discard to get £X,9.
Recall
Discard to get
and reroll up to 2 &%.",100,Refreshing Juice,Item,"Freshly squeezed, strong juice can
have an intense effect on your
mental and physical capabilities.","Drink pepe
In A skill check, you may
discard to get £X,9.
Recall
Discard to get
and reroll up to 2 &%.",Orzeźwiający Sok,"Świeżo wyciskany, mocny sok potrafi solidnie podbić twoje możliwości — i mentalne, i fizyczne.","Napój • W teście A możesz odrzucić, by zyskać £X,9. Przypomnienie: Odrzuć, by zyskać i przerzucić do 2 &%.",Succo rinvigorente,"Spremuto di fresco, un succo forte può avere un effetto intenso sulle tue capacità mentali e fisiche.","Bevanda pepe
In un test A, puoi
scartare per ottenere £X,9.
Ricordo
Scarta per ottenere
e ritirare fino a 2 &%.",Освежающий сок,"Свежевыжатый, крепкий сок может сильно повлиять на твои умственные и физические возможности.","Напиток • В проверке A можешь сбросить, чтобы получить £X,9. Воспоминание: сбрось, чтобы получить и перебросить до 2 &%.",,,,,,,,
./log-card-100-regional-map-1.jpg,"oe
poy, Regionalmap |
= a
Ww u EG SZ
SESZE 5
~ ; — U
Navigation _>
While fewer places remain completely
unknown with each passing generation,
the world is still full of wonder
for those who seek excitement!
Explore
Get and reroll 1 % up
to 2 times. You may choose
a different € each time.
Recall
Reroll 1 8.",100,Regional Map,Item,"While fewer places remain completely
unknown with each passing generation,
the world is still full of wonder
for those who seek excitement!","Navigation
Explore
Get and reroll 1 % up
to 2 times. You may choose
a different € each time.
Recall
Reroll 1 8.",Mapa Regionu,"Choć z pokolenia na pokolenie coraz mniej miejsc pozostaje nieznanych, świat wciąż zachwyca ciekawych.",Nawigacja • Eksploracja: Zyskaj i przerzuć 1 % do 2 razy (za każdym razem możesz wybrać inne €). Przypomnienie: Przerzuć 1 8.,Mappa della regione,"Anche se a ogni generazione restano meno luoghi completamente sconosciuti, il mondo è ancora pieno di meraviglia per chi cerca emozioni!","Navigazione
Esplorazione
Ottieni e ritira 1 % fino
a 2 volte. Puoi scegliere
un € diverso ogni volta.
Ricordo
Ritira 1 8.",Карта региона,"Хотя с каждым поколением остаётся всё меньше совершенно неизведанных мест, мир всё ещё полон чудес для тех, кто ищет приключений!",Навигация • Исследование: получи и перебрось 1 % до 2 раз (каждый раз можешь выбрать другой €). Воспоминание: перебрось 1 8.,,,,,,,,
./log-card-100-sledgehammer-1.jpg,"a
Fee nn
AON Sledgehammer — |
— Pa \\
""A ©
Pole Weapon
The blunt force of a sledgehammer
is unparalleled, but properly
directing the utter destructive power
can sometimes be an issue.
Force
Get ŻY.
Fight
Convert 2 % and 1 © into €E'9.",100,Sledgehammer,Item,"The blunt force of a sledgehammer
is unparalleled, but properly
directing the utter destructive power
can sometimes be an issue.","Pole Weapon
Force
Get ŻY.
Fight
Convert 2 % and 1 © into €E'9",Młot Kuźniczy,Tępy impet młota jest bezkonkurencyjny — trudniej tylko dobrze ukierunkować czystą siłę zniszczenia.,Broń drzewcowa • Siła: Zyskaj ŻY. Walka: Zamień 2 % i 1 © na €E'9.,Martello da forgia,"La forza contundente di un maglio è impareggiabile, ma incanalare correttamente quel potere distruttivo a volte è un problema.","Arma ad asta
Forza
Ottieni ŻY.
Combattimento
Converti 2 % e 1 © in €E'9",Кувалда,Тупая мощь кувалды не знает равных — вот только направить чистую разрушительную силу как следует бывает непросто.,Древковое оружие • Сила: получи ŻY. Бой: замени 2 % и 1 © на €E'9.,,,,,,,,
./log-card-100-small-sword-1.jpg,"KE
a) Small Sword |
‘
Blade Weapon ,
En garde!
Fight
Reroll 1 $5 up to 3 times. You may
choose a different &% each time.
Intimidate
Get GRD.
Force
Get and roll ©.
1 - 4: Discard.",100,Small Sword,Item,"En garde!
Fight","Blade Weapon
Reroll 1 $5 up to 3 times. You may
choose a different &% each time.
Intimidate
Get GRD.
Force
Get and roll ©.
1 - 4: Discard.",Szpadka,En garde!,Ostrze • Broń • Walka: Przerzuć 1 $5 do 3 razy (za każdym razem możesz wybrać inne &%). Zastraszanie: Zyskaj GRD. Siła: Zyskaj i rzuć ©. 1–4: Odrzuć.,Spadina,En garde!,"Blade Weapon
Ritira 1 $5 fino a 3 volte. Puoi
scegliere un &% diverso ogni volta.
Intimidire
Ottieni GRD.
Forza
Ottieni e tira ©.
1–4: Scarta.",Шпага,En garde!,Клинок • Оружие • Бой: перебрось 1 $5 до 3 раз (каждый раз можешь выбрать другой &%). Запугивание: получи GRD. Сила: получи и брось ©. 1–4: сбрось.,,,,,,,,
./log-card-100-sturdy-rope-1.jpg,"fis.
354 Sturdy Rope |
o ne.
boze"" FEF aa | 2
nas” 855 ""333 ©
< | groma) e U ( =
A = |
Cord I
A wall or steep cliff is not an obstacle
but just a small hindrance. Even
featherfolk are known to carry
climbing gear to make ascending
with heavy equipment easier.
Climb
Get and reroll up to 1 (7.
Force
Reroll up to 2 &.",100,Sturdy Rope,Item,"A wall or steep cliff is not an obstacle
but just a small hindrance. Even
featherfolk are known to carry
climbing gear to make ascending
with heavy equipment easier.","Cord
Climb
Get and reroll up to 1 (7.
Force
Reroll up to 2 &.",Mocna Lina,"Ściana czy urwisko to nie przeszkoda, a co najwyżej drobna niedogodność — nawet ptaszoludy noszą sprzęt do wspinaczki z ciężarem.",Cord • Wspinaczka: Zyskaj i przerzuć do 1 (7. Siła: Przerzuć do 2 &.,Corda robusta,"Un muro o una scogliera ripida non sono un ostacolo, solo un piccolo impedimento. Perfino il popolo piumato porta attrezzatura da arrampicata per rendere più facile la salita con equipaggiamento pesante.","Cord
Arrampicata
Ottieni e ritira fino a 1 (7.
Forza
Ritira fino a 2 &.",Прочная верёвка,"Стена или крутой утёс — не препятствие, а лишь небольшая помеха. Даже пернатый народ носит с собой снаряжение для подъёма, чтобы легче карабкаться с тяжёлым грузом.",Верёвка • Лазание: получи и перебрось до 1 (7. Сила: перебрось до 2 &.,,,,,,,,
./log-card-100-survival-kit-1.jpg,"fat.
First aid „ Survival
An essential set of equipment for
the wilderness, whether you are
navigating unknown landscapes or
patching injuries after hardships.
You may return Wounded ¢ to iil
from any adventurer on your
space (including yourself).
Explore £ Climb
Reroll 1 &% up to 2 times. You may
choose a different $b each time.",100,Survival Kit,Item,"An essential set of equipment for
the wilderness, whether you are
navigating unknown landscapes or
patching injuries after hardships.
You may return Wounded ¢ to iil
from any adventurer on your
space (including yourself).","First aid „ Survival
Explore £ Climb
Reroll 1 &% up to 2 times. You may
choose a different $b each time.",Zestaw Przetrwania,"Niezbędnik w dziczy — i do eksploracji nieznanego, i do opatrywania ran po trudach.",Pierwsza pomoc • Przetrwanie • Możesz zdjąć Ranę ¢ i zwrócić ją na iil z dowolnego poszukiwacza na twoim polu (w tym z siebie). Eksploracja / Wspinaczka: Przerzuć 1 &% do 2 razy (za każdym razem możesz wybrać inne $b).,Kit di sopravvivenza,Un set essenziale per la natura selvaggia: sia per orientarsi in paesaggi ignoti sia per curare ferite dopo le difficoltà. Puoi rimettere Wounded ¢ in iil da qualunque avventuriero sul tuo spazio (incluso te stesso).,"Primo soccorso „ Sopravvivenza
Esplorazione £ Arrampicata
Ritira 1 &% fino a 2 volte. Puoi
scegliere un $b diverso ogni volta.",Набор выживания,"Незаменимый комплект для дикой местности — и для навигации по неизведанным землям, и для лечения ран после трудностей. Ты можешь вернуть Ранен ¢ в iil с любого искателя на твоей клетке (включая тебя).",Первая помощь • Выживание • Исследование / Лазание: перебрось 1 &% до 2 раз (каждый раз можешь выбрать другой $b).,,,,,,,,
./log-card-101-assorted-gear-1.jpg,"SS
aa) | AssortedGear |
wae =
= i= >
PSN pC / \ =
Preparation is key whether you are
wandering into the wilderness or expect
other dangers to come your way.
When purchased, immediately
discard to swap one of your skill
marks for either @2@ or YZY.",101,Assorted Gear,Item,"Preparation is key whether you are
wandering into the wilderness or expect
other dangers to come your way.","When purchased, immediately
discard to swap one of your skill
marks for either @2@ or YZY.",Różny Ekwipunek,"Przygotowanie to podstawa — czy idziesz w dzicz, czy spodziewasz się innych zagrożeń.","Kiedy kupisz: natychmiast odrzuć, aby podmienić jeden ze swoich znaczników umiejętności na @2@ albo YZY.",Equipaggiamento vario,"La preparazione è fondamentale, sia che tu stia vagando nella natura selvaggia sia che tu ti aspetti altri pericoli.","Quando acquistata, scarta immediatamente per scambiare uno dei tuoi segnalini abilità con @2@ oppure YZY.",Разный инвентарь,"Подготовка — ключ к успеху, будь то странствия по дикому миру или ожидание иных опасностей на пути.","При покупке: немедленно сбрось, чтобы заменить один из своих маркеров навыка на @2@ или YZY.",,,,,,,,
./log-card-102-wily-fellows-1.jpg,"Ż śą Wily Fellows | /

Tarimar, our firstborn, was |

kidnapped! If we tell the =
authorities, the crooks threaten to | =
hurt him. We can't trust them even 43
if we pay the ransom they demand.

Our darling was last seen by our
servants at our log house. Please go find
clues from there. You are our only hope!

- Furowine and Censenne, the
steppe polecat industrialists

1 space north-west of Teshune

& Visit the log house @ 0226
Wt Place on the noticeboard.",102,Wily Fellows,Quest,"Tarimar, our firstborn, was |

kidnapped! If we tell the =
authorities, the crooks threaten to | =
hurt him. We can't trust them even 43
if we pay the ransom they demand.

Our darling was last seen by our
servants at our log house. Please go find
clues from there. You are our only hope!

- Furowine and Censenne, the
steppe polecat industrialists","1 space north-west of Teshune

& Visit the log house @ 0226
Wt Place on the noticeboard.",Sprytni Dranie (I),"Tarimar, nasz pierworodny, został porwany! Porywacze grożą, że zrobią mu krzywdę, jeśli zawiadomimy władze — nie ufamy im nawet w razie zapłaty okupu. Ostatni raz widziano go w naszym domu z bali. Znajdź tam tropy — to nasza jedyna nadzieja!",1 pole na północny zachód od Teshune • Odwiedź dom z bali @ 0226 • Umieść na tablicy ogłoszeń.,Furbi mascalzoni (I),"Tarimar, il nostro primogenito, è stato rapito! Se avvisiamo le autorità, i malviventi minacciano di fargli del male. Non possiamo fidarci di loro nemmeno se paghiamo il riscatto che chiedono. Il nostro caro è stato visto l’ultima volta dai servi nella nostra casa di tronchi. Per favore, vai a cercare indizi lì. Sei la nostra unica speranza! — Furowine e Censenne, puzzole delle steppe, industriali","1 spazio a nord-ovest di Teshune
&: Visita la casa di tronchi @ 0226
Wt: Metti sulla bacheca.",Хитрые пройдохи (I),"Таримар, наш первенец, похищен! Если мы сообщим властям, преступники угрожают причинить ему вред. Мы не можем им доверять — даже если заплатим выкуп. Нашего дорогого видели в последний раз у нашего дома из брёвен. Пожалуйста, найди там улики. Ты — наша единственная надежда! — Фуровайн и Ценсенн, степные хорьки-промышленники",1 клетка к северо-западу от Тешуне • Посети дом из брёвен @ 0226 • Помести на доску объявлений.,,,,,,,,
./log-card-103-wily-fellows-1.jpg,"i Wily Fellows | /
Tarimar, the steppe polecat ! |
teena | EZ
ge son oftwo Hezembian ian
industrialists, was kidnapped by Sprz
a scrappy group ofvagabonds (3
who call themselves the Wily
Fellows. You found out the address
of their hiding place in Chabahr.
Now is the time to execute your
rescue plan and reunite the teenager
with his worrying parents.
Chabahr
© Rescue Tarimar @ 0227
at Place © 143 from ABA to the
back of the quest slot. Diłscami..",103,Wily Fellows,Quest,"Tarimar, the steppe polecat 
teenage son oftwo Hezembian ian
industrialists, was kidnapped by Sprz
a scrappy group of vagabonds 
who call themselves the Wily
Fellows. You found out the address
of their hiding place in Chabahr.
Now is the time to execute your
rescue plan and reunite the teenager
with his worrying parents.
Chabahr","© Rescue Tarimar @ 0227
at Place © 143 from ABA to the
back of the quest slot. ",Sprytni Dranie (II),Tarimar — nastoletni syn dwojga przemysłowców z Hezembi — został porwany przez grupę włóczęgów zwaną Sprytnymi Draniami. Znalazłeś adres kryjówki w Chabahr. Czas na akcję ratunkową i połączenie chłopaka z zatroskanymi rodzicami.,Chabahr • Uratuj Tarimara @ 0227 • Umieść © 143 z ABA z tyłu gniazda questa.,Furbi mascalzoni (II),"Tarimar, figlio adolescente di due industriali di Hezembi, è stato rapito da un gruppo sgangherato di vagabondi che si fanno chiamare i Furbi Mascalzoni. Hai trovato l’indirizzo del loro nascondiglio a Chabahr. Ora è il momento di eseguire il piano di salvataggio e ricongiungere il ragazzo ai genitori in ansia.","Chabahr
©: Soccorri Tarimar @ 0227
at Place © 143 from ABA to the
back of the quest slot.",Хитрые пройдохи (II),"Таримар, подросток-сын двух промышленников из Хеземби, был похищен потрёпанной шайкой бродяг, называющих себя «Хитрые пройдохи». Ты выяснил адрес их убежища в Чабахре. Пришло время осуществить план спасения и воссоединить юношу с обеспокоенными родителями.",Чабахр • Спаси Таримара @ 0227 • Помести © 143 из ABA на обратную сторону слота задания.,,,,,,,,
./log-card-104-charred-views-1.jpg,"YB Charred views) /
My metal factory requiresa — | |
steady supply of charcoal from =
Meratu. Lately, my charcoal | R
mounds have been sabotaged, SĄ
leaving my guards clueless.

Please go to the site and solve the
mystery. Talk to the head collier,
Ilhender. He s the only one I trust.

- Safur, the marbled
polecat entrepreneur
Meratu
Ś Meet Ilhender @ 0295

Bt Place on the noticeboard.",104,Charred Views,Quest,"My metal factory requires a 
steady supply of charcoal from Meratu. Lately, my charcoal 
mounds have been sabotaged, 
leaving my guards clueless.

Please go to the site and solve the
mystery. Talk to the head collier,
Ilhender. He s the only one I trust.

- Safur, the marbled
polecat entrepreneur",Meet Ilhender,Zwęglone Widoki (I),"Moja huta potrzebuje stałych dostaw węgla drzewnego z Meratu. Ostatnio kopce są sabotowane, a straż jest bezradna. Jedź na miejsce i rozwiąż sprawę — porozmawiaj z głównym węglarzem, Ilhenderem. Tylko jemu ufam. – Safur, przedsiębiorca",Meratu • Spotkaj Ilhendera @ 0295 • Umieść na tablicy ogłoszeń.,Vedute carbonizzate (I),"La mia fabbrica metallurgica richiede un rifornimento costante di carbone vegetale da Meratu. Ultimamente i miei cumuli di carbone sono stati sabotati e le guardie brancolano nel buio. Vai sul posto e risolvi il mistero. Parla con il capo carbonaio, Ilhender: è l’unico di cui mi fidi. — Safur, puzzola marmorizzata, imprenditore","Meratu
Incontra Ilhender @ 0295
Metti sulla bacheca.",Обугленные виды (I),"Моей металлургической фабрике нужны стабильные поставки древесного угля из Мерату. В последнее время угольные кучи саботируют, а стража не понимает, что происходит. Поезжай на место и раскрой тайну. Поговори с главным углежогом Ильхэндером — ему одному я доверяю. — Сафур, мраморный хорёк-предприниматель",Мерату • Встреть Ильхэндера @ 0295 • Помести на доску объявлений.,,,,,,,,
./log-card-105-charred-views-1.jpg,"Ż Charred Views | /
Soldiers of Nature are | |
responsible for sabotaging the =
charcoal mounds in Meratu. | r;
The organisation uses the Sugar 43
Dreams café in Arhin, near the
university, as their meeting place.
You should deal with the group
before the mounds’ owner, Safur,
does something reckless.
- Ilhender, the brown bear head collier
Arhin
E) Visit the café © 0296
Wt Place on the noticeboard.",105,Charred Views,Quest,"Soldiers of Nature are | |
responsible for sabotaging the =
charcoal mounds in Meratu. | r;
The organisation uses the Sugar 43
Dreams café in Arhin, near the
university, as their meeting place.
You should deal with the group
before the mounds’ owner, Safur,
does something reckless.
- Ilhender, the brown bear head collier
Arhin",Visit the café,Zwęglone Widoki (II),"Za sabotaż kopców w Meratu odpowiadają „Żołnierze Natury”. Spotykają się w kawiarni Sugar Dreams w Arhin, przy uniwersytecie. Zajmij się nimi, zanim Safur zrobi coś nieprzemyślanego. – Ilhender, niedźwiedź brunatny, węglarz",Arhin • Odwiedź kawiarnię © 0296 • Umieść na tablicy ogłoszeń.,Vedute carbonizzate (II),"I Soldati della Natura sono responsabili del sabotaggio dei cumuli di carbone a Meratu. L’organizzazione usa il caffè Sugar Dreams ad Arhin, vicino all’università, come luogo di ritrovo. Dovresti occupartene prima che il proprietario dei cumuli, Safur, faccia qualcosa di sconsiderato. — Ilhender, orso bruno, capo carbonaio","Arhin
Visita il caffè © 0296
Metti sulla bacheca.",Обугленные виды (II),"За саботаж угольных куч в Мерату отвечают «Солдаты природы». Они используют кафе Sugar Dreams в Архине, рядом с университетом, как место встреч. Разберись с ними, прежде чем владелец куч, Сафур, сделает что-нибудь безрассудное. — Ильхэндер, бурый медведь, главный углежог",Архин • Посети кафе © 0296 • Помести на доску объявлений.,,,,,,,,
./log-card-106-trip-to-the-past-1.jpg,"Ż Trip tothe past | /
Our department is conducting | |
a geological survey and would =
appreciate help with carrying | S
equipment and rock samples. SQ
The team members are already

in Chabahr, spending their free
time at the local taverns. Sign up by
talking to the leader, Yumeren.
- Ziryna, the steppe polecat
professor of geology
Chabahr
& Meet Yumeren @ 0300",106,Trip To The Past,Quest,"Our department is conducting | |
a geological survey and would =
appreciate help with carrying | S
equipment and rock samples. SQ
The team members are already

in Chabahr, spending their free
time at the local taverns. Sign up by
talking to the leader, Yumeren.
- Ziryna, the steppe polecat
professor of geology",Meet Yumeren,Podróż w Przeszłość,"Nasz wydział prowadzi badania geologiczne i przyda się pomoc w noszeniu sprzętu oraz próbek. Zespół już jest w Chabahr — znajdziesz ich po tawernach. Zgłoś się u lidera, Yumerena. – Ziryna, prof. geologii",Chabahr • Spotkaj Yumerena @ 0300.,Viaggio nel passato,"Il nostro dipartimento sta conducendo un rilevamento geologico e apprezzerebbe aiuto nel trasporto di attrezzatura e campioni di roccia. I membri del team sono già a Chabahr e passano il tempo libero nelle taverne locali. Iscriviti parlando con la responsabile, Yumeren. — Ziryna, puzzola delle steppe, professoressa di geologia","Chabahr
Incontra Yumeren @ 0300.",Путешествие в прошлое,"Наш отдел проводит геологическую съёмку и был бы признателен за помощь в переноске оборудования и образцов пород. Участники команды уже в Чабахре и проводят свободное время по местным тавернам. Запишись, поговорив с руководительницей Юмерен. — Зирина, степной хорёк, профессор геологии",Чабахр • Встреть Юмерен @ 0300.,,,,,,,,
./log-card-107-bag-of-troubles-1.jpg,"Ż Bag of Troubles | /
Two owl spies stole some of | aa
my documents with sensitive | =
information on them. I bet AŻ
they are seeking a buyer jor 4
them in Arhin as we speak.
Go to the Sinking Sorrow tavern and
pose as a potential buyer. Folk there
can deliver the message to the owls.
- Bukamal, the grey heron
Gemsedian courier
Arhin
Ś Visit the tavern © 0298
Bt Place on the noticeboard.",107,Bag Of Troubles,Quest,"Two owl spies stole some of | aa
my documents with sensitive | =
information on them. I bet AŻ
they are seeking a buyer jor 4
them in Arhin as we speak.
Go to the Sinking Sorrow tavern and
pose as a potential buyer. Folk there
can deliver the message to the owls.
- Bukamal, the grey heron
Gemsedian courier",Visit the tavern © 0298,Worek Kłopotów,"Dwóch sowich szpiegów ukradło moje dokumenty z wrażliwymi danymi. Założę się, że właśnie szukają kupca w Arhin. Idź do tawerny Topiący Smutek i podaj się za nabywcę — ludzie przekażą sowom wiadomość. – Bukamal, czapla siwa, kurier z Gemsed",Arhin • Odwiedź tawernę © 0298 • Umieść na tablicy ogłoszeń.,Sacco di guai,"Due spie gufo mi hanno rubato dei documenti con informazioni sensibili. Scommetto che stanno cercando un acquirente ad Arhin proprio ora. Vai alla taverna Sinking Sorrow e fingiti un potenziale compratore: la gente lì può recapitare il messaggio ai gufi. — Bukamal, airone cenerino, corriere di Gemsed","Arhin
Visita la taverna © 0298
Metti sulla bacheca.",Мешок неприятностей,"Две совиные шпионки украли у меня документы с конфиденциальной информацией. Уверен, они прямо сейчас ищут покупателя в Архине. Иди в таверну Sinking Sorrow и выдавай себя за потенциального покупателя — люди там смогут передать совам весть. — Букамал, серая цапля, курьер из Гемседа",Архин • Посети таверну © 0298 • Помести на доску объявлений.,,,,,,,,
./log-card-108-great-labour-1.jpg,"Ż _._ dreatlabour | /
We are building underground | |
highways all through the hills =

to allow folks to travel with (AS
unparalleled speed and comfort. 43
If you re ready to lend your
coin or talents to contribute to the
greatest work ever forged by mortal
beings, meet Murzdi at the dig site!
- Linnard, the long-nosed
mole labour secretary
2 spaces north of Hezembi
GS) Meet Murzdi © 0301
Wt Place on the noticeboard.",108,Great Labour,Quest,"We are building underground | |
highways all through the hills =

to allow folks to travel with (AS
unparalleled speed and comfort. 43
If you re ready to lend your
coin or talents to contribute to the
greatest work ever forged by mortal
beings, meet Murzdi at the dig site!
- Linnard, the long-nosed
mole labour secretary","2 spaces north of Hezembi
GS) Meet Murzdi ",Wielka Robota (I),"Budujemy sieć podziemnych autostrad przez wzgórza — szybko i wygodnie dla wszystkich. Jeśli chcesz dorzucić monetę lub talent do największego dzieła śmiertelnych, spotkaj się z Murzdim na wykopie. – Linnard, krety sekretarz pracy",2 pola na północ od Hezembi • Spotkaj Murzdiego © 0301 • Umieść na tablicy ogłoszeń.,Il grande lavoro (I),"Stiamo costruendo autostrade sotterranee attraverso tutte le colline, per permettere alla gente di viaggiare con velocità e comfort senza pari. Se sei pronto a prestare monete o talento per contribuire alla più grande opera mai forgiata dai mortali, incontra Murzdi al cantiere! — Linnard, talpa dal lungo naso, segretario del lavoro","2 spazi a nord di Hezembi
GS): Incontra Murzdi © 0301
Metti sulla bacheca.",Великая работа (I),"Мы строим сеть подземных магистралей через холмы, чтобы люди могли путешествовать с непревзойдённой скоростью и комфортом. Если готов вложить монету или талант в величайшее дело, созданное смертными, встреться с Мурзди на раскопках! — Линнард, длинноносый крот, секретарь труда",2 клетки к северу от Хеземби • Встреть Мурзди © 0301 • Помести на доску объявлений.,,,,,,,,
./log-card-109-great-labour-1.jpg,"Ż GreatlLąbour | /
The Grand Mole Efforts Labour | sal
Group is close to completing our | =
new underground tunnel system. | o
To do so, we need to establisha 43
central station for the operation.
Overseer Murzdi needs help with the
management side of things in order to

finish this groundbreaking project.
- Linnard, the long-nosed
mole labour secretary
1 space south-west of Teshune
GS) Meet Murzdi © 0302
Wt Place on the noticeboard.",109,Great Labour,Quest,"The Grand Mole Efforts Labour | sal
Group is close to completing our | =
new underground tunnel system. | o
To do so, we need to establisha 43
central station for the operation.
Overseer Murzdi needs help with the
management side of things in order to

finish this groundbreaking project.
- Linnard, the long-nosed
mole labour secretary",Meet Murzdi,Wielka Robota (II),"Grupa Wielkiego Kreciego Trudu kończy nowy system tuneli. Potrzebna jest centralna stacja operacyjna, a nadzorca Murzdi szuka wsparcia w zarządzaniu, by dociągnąć przełomowy projekt.",1 pole na południowy zachód od Teshune • Spotkaj Murzdiego © 0302 • Umieść na tablicy ogłoszeń.,Il grande lavoro (II),"Il Gruppo del Grande Sforzo delle Talpe è vicino a completare il nuovo sistema di tunnel sotterranei. Per farlo, dobbiamo istituire una stazione centrale per le operazioni. Il sovrintendente Murzdi ha bisogno di aiuto nella gestione per portare a termine questo progetto rivoluzionario. — Linnard, talpa dal lungo naso, segretario del lavoro","1 spazio a sud-ovest di Teshune
Incontra Murzdi © 0302
Metti sulla bacheca.",Великая работа (II),"Группа Великого Кротовьего Труда близка к завершению новой системы подземных туннелей. Чтобы закончить, нужно создать центральную станцию управления. Надсмотрщику Мурзди нужна помощь с организацией и управлением, чтобы довести этот прорывной проект до конца. — Линнард, длинноносый крот, секретарь труда",1 клетка к юго-западу от Тешуне • Встреть Мурзди © 0302 • Помести на доску объявлений.,,,,,,,,
