filename,text,number,card name,type,description,instruction,card name_pl,description_pl,instruction_pl,card_name_it,description_it,instruction_it,,,,,
./log-card-049-shifting-tides-1.jpg,"Ż Shifting Tides | /
Ships in bottles, Iadore them. | aa
And so does my dear bucko, z
Thematia. Td like to surprise His
her with one ship her impressive 83
collection still lacks.
If you want to help me deliver
this thoughtful surprise gift,
meet me at my home, located
in Sarewar s upper district.
- Garhoz, the striped polecat noble
Sarewar
Ś Meet Garhoz © 0230
BE Place to Ei}.",049,Shifting Tides,Adventurer status,"Ships in bottles, Iadore them. | aa
And so does my dear bucko, z
Thematia. Td like to surprise His
her with one ship her impressive 83
collection still lacks.
If you want to help me deliver
this thoughtful surprise gift,
meet me at my home, located
in Sarewar s upper district.
- Garhoz, the striped polecat noble","Sarewar
Ś Meet Garhoz © 0230
BE Place to Ei}.",Zmienne pływy,"Uwielbiam statki w butelkach — i mój drogi przyjaciel, Thematia, też.  
Chcę go zaskoczyć egzemplarzem, którego brakuje w jego imponującej kolekcji.  
Jeśli chcesz pomóc w doręczeniu tego przemyślanego prezentu, spotkajmy się w moim domu w górnej dzielnicy Sarewar.  
— Garhoz, pręgowany tchórz, szlachcic","Sarewar  
Ś: Spotkaj Garhoza © 0230  
BE: Umieść w Ei}.",Maree mutevoli,"Adoro le navi in bottiglia. E anche il mio caro amico Thematia. Vorrei sorprenderlo con una nave che manca ancora alla sua impressionante collezione. Se vuoi aiutarmi a consegnare questo regalo pensato con cura, incontriamoci a casa mia, nel quartiere alto di Sarewar. — Garhoz, nobile puzzola a strisce",Sarewar. Ś: Incontra Garhoz © 0230. BE: Metti in Ei}.,,,,,
./log-card-049-silver-lining-1.jpg,"Ż | Silver Lining | /
Our relatives once lived in fę-
Teshune. They were forced >

to flee when the city was | 5
under siege, leaving their ią
valuable tableware behind.

We heard that the tableware might still
be in their old cellar amongst the ruins!
If you dare to look for it, come see us.

- Couhil and Arramak, the
greater flamingo family
Teshune

Q Meet the flamingos  SSAVZE)

Bt Place to [Z].",049,Silver Lining,Adventurer status,"Our relatives once lived in fę-
Teshune. They were forced >

to flee when the city was | 5
under siege, leaving their ią
valuable tableware behind.

We heard that the tableware might still
be in their old cellar amongst the ruins!
If you dare to look for it, come see us.

- Couhil and Arramak, the
greater flamingo family","Teshune

Q Meet the flamingos  SSAVZE)

Bt Place to [Z].",Srebrna nadzieja,"Nasi krewni mieszkali kiedyś w Teshune.  
Musieli uciekać podczas oblężenia i zostawili cenną zastawę.  
Słyszeliśmy, że może wciąż leżeć w staryj piwnicy pośród ruin!  
Jeśli odważysz się jej poszukać, przyjdź do nas.  
— Couhil i Arramak, rodzina różowych flamingów","Teshune  
Q: Spotkaj flamingi  SSAVZE)  
BE: Umieść w [Z].",Speranza d’argento,"I nostri parenti vivevano un tempo a Teshune. Furono costretti a fuggire quando la città era sotto assedio, lasciando dietro di sé la loro preziosa stoviglieria. Abbiamo sentito che potrebbe essere ancora nella loro vecchia cantina, tra le rovine! Se osi cercarla, vieni a trovarci. — Couhil e Arramak, famiglia di grandi fenicotteri",Teshune. Q: Incontra i fenicotteri SSAVZE). Bt: Metti in [Z].,,,,,
./log-card-049-snitch-1.jpg,"4 | Snitch | /
Arhin s image is one of progress | |
and purity. What it doesn't want os
the public to know is that there | 0
are more underworld crooks than 83
the city guard can keep tabs on.

With my help, there could be one less.
I work at Arhin’s docks. You ll

find me there easily.

- Rasuma, the yellow-

tailed rat tally clerk

Arhin
& Meet Rasuma © 0231
BE Place to [Ą.",049,Snitch,Adventurer status,"Arhin s image is one of progress | |
and purity. What it doesn't want os
the public to know is that there | 0
are more underworld crooks than 83
the city guard can keep tabs on.

With my help, there could be one less.
I work at Arhin’s docks. You ll

find me there easily.

- Rasuma, the yellow-

tailed rat tally clerk","Arhin
& Meet Rasuma © 0231
BE Place to [Ą.",Konfident,"Arhin kreuje się na miasto postępu i czystości.  
Nie chce, by wyszło na jaw, że półświatek przerasta możliwości straży.  
Z moją pomocą może być o jednego drania mniej. Pracuję w dokach Arhin — łatwo mnie znajdziesz.  
— Rasuma, szczur żółtoogonowy, inkasent","Arhin  
&: Spotkaj Rasumę © 0231  
BE: Umieść w [Ą].",Informator,"Arhin si vende come città di progresso e purezza. Quello che non vuole far sapere al pubblico è che ci sono più canaglie del sottobosco di quante la guardia cittadina riesca a tenere d'occhio. Con il mio aiuto, potrebbe essercene una in meno. Lavoro ai moli di Arhin: mi troverai facilmente. — Rasuma, ratto dalla coda gialla, impiegato contabile",Arhin. &: Incontra Rasuma © 0231. BE: Metti in [Ą.,,,,,
./log-card-049-star-stone-1.jpg,"Ż | StafStone . /
Boriwe Publishing is looking to | |
release a new book detailing the | cj
famous meteor impact Pozan 5
crater near Sarewar! Armed with SQ

the latest knowledge in geology, we
aim to give an updated and thorough
study of the crater s composition.
Join my journey of providing our
readers insight into the world of rocks.
- Doderson, the giant otter geologist
1 space east of Chabahr
& Meet Doderson © 0281
Bt Place to [Z].",049,Star Stone,Adventurer status,"Boriwe Publishing is looking to | |
release a new book detailing the | cj
famous meteor impact Pozan 5
crater near Sarewar! Armed with SQ

the latest knowledge in geology, we
aim to give an updated and thorough
study of the crater s composition.
Join my journey of providing our
readers insight into the world of rocks.
- Doderson, the giant otter geologist","1 space east of Chabahr
& Meet Doderson © 0281
Bt Place to [Z].",Gwiazdokamień,"Wydawnictwo Boriwe szykuje książkę o słynnym kraterze po meteorycie Pozan, niedaleko Sarewar!  
Uzbrojeni w najnowszą wiedzę z geologii, chcemy przygotować aktualne i dogłębne opracowanie jego budowy.  
Dołącz do mojej wyprawy, by dać czytelnikom wgląd w świat skał.  
— Doderson, wydra olbrzymia, geolog","1 pole na wschód od Chabahr  
&: Spotkaj Dodersona © 0281  
BE: Umieść w [Z].",Pietra stellare,"La Boriwe Publishing vuole pubblicare un nuovo libro sul famoso cratere d’impatto del meteorite Pozan, vicino a Sarewar! Armati delle più recenti conoscenze di geologia, vogliamo offrire uno studio aggiornato e approfondito della composizione del cratere. Unisciti al mio viaggio per dare ai lettori uno sguardo nel mondo delle rocce. — Doderson, lontra gigante, geologo",1 spazio a est di Chabahr. &: Incontra Doderson © 0281. Bt: Metti in [Z].,,,,,
./log-card-049-tedium-of-existence-1.jpg,"Ż Tedium of Sxistence | /
I'm bored! I hereby request ! |
new and exciting experiences | os
presented to me without delay. (irs
Substantial compensation is |
promised to the individual
who delivers me such services.
Come see me in my palace if you
consider yourself worthy of my time.

- Galofia Lidiwo, the marbled
polecat grand mistress
Hezembi
(© Meet Galofia © 0232

BE Place to [Z].",049,Tedium Of Existence,Adventurer status,"I'm bored! I hereby request ! |
new and exciting experiences | os
presented to me without delay. (irs
Substantial compensation is |
promised to the individual
who delivers me such services.
Come see me in my palace if you
consider yourself worthy of my time.

- Galofia Lidiwo, the marbled
polecat grand mistress","Hezembi
(© Meet Galofia © 0232

BE Place to [Z].",Udręka istnienia,"Nudzę się! Żądam nowych, ekscytujących wrażeń — natychmiast.  
Osobie, która mi je dostarczy, obiecuję sowitą zapłatę.  
Jeśli uważasz, że jesteś godny mojego czasu, przybądź do pałacu.  
— Galofia Lidiwo, marmurkowany tchórz, wielka mistrzyni","Hezembi  
©: Spotkaj Galofię © 0232  
BE: Umieść w [Z].",Tormento dell’esistenza,"Mi annoio! Richiedo nuove ed entusiasmanti esperienze, presentatemi senza indugio. È promessa una ricompensa sostanziosa a chi mi fornirà tali servizi. Vieni a vedermi nel mio palazzo, se ti ritieni degno del mio tempo. — Galofia Lidiwo, puzzola marezzata, gran maestra",Hezembi. (©: Incontra Galofia © 0232. BE: Metti in [Z].,,,,,
./log-card-049-terrible-translations-1.jpg,"Ż Terrible Translations | /
Im a tutor specialising in texts |
and history, and got a puzzling | z
item in an antiques auction. Im | 5
not sure if I've ever encountered SQ
a text like this one before.

To anyone who thinks they may be
able to help unravel a great mystery,
come to my private lecture hall.

- Letterock, the Madagascar
day gecko tutor
1 space east of Rienshtum

& Visit the lecture hall (ZAWEJ
Bt Place to [Z].",049,Terrible Translations,Adventurer status,"Im a tutor specialising in texts |
and history, and got a puzzling | z
item in an antiques auction. Im | 5
not sure if I've ever encountered SQ
a text like this one before.

To anyone who thinks they may be
able to help unravel a great mystery,
come to my private lecture hall.

- Letterock, the Madagascar
day gecko tutor","1 space east of Rienshtum

& Visit the lecture hall (ZAWEJ
Bt Place to [Z].",Okropne tłumaczenia,"Jestem nauczycielem specjalizującym się w tekstach i historii.  
Na aukcji staroci trafił mi się zagadkowy przedmiot — nie wiem, czy kiedykolwiek spotkałem podobny zapis.  
Ktokolwiek czuje, że pomoże rozwikłać wielką tajemnicę, niech przyjdzie do mojej prywatnej sali wykładowej.  
— Letterock, madagaskarski gekon dzienny, nauczyciel","1 pole na wschód od Rienshtum  
&: Odwiedź salę wykładową (ZAWEJ)  
BE: Umieść w [Z].",Traduzioni orribili,"Sono un precettore specializzato in testi e storia e ho ottenuto un oggetto sconcertante a un’asta d’antiquariato. Non sono certo di aver mai incontrato un testo come questo. Chiunque pensi di poter aiutare a svelare un grande mistero, venga nella mia sala privata per le lezioni. — Letterock, geco diurno del Madagascar, tutor",1 spazio a est di Rienshtum. &: Visita l’aula di lettura (ZAWEJ. Bt: Metti in [Z].,,,,,
./log-card-049-thief-threat-1.jpg,"Ż | Thief Threat | /
Hezembi s city hallis holding | z
an exhibition in memory of — MB
Teshune, displaying olditems | 5
like local pottery and clothing. 43
The main attraction, the Teshunian
Sovereign Ring, isn t there yet because
a letter claims the sender will steal the
ring as soon as we put it on display!
We request help with the security.
- Sotiliki, the ferret secretary
Hezembi
QD Meet Sotiliki © 0282
Bt Place to [Z].",049,Thief Threat,Adventurer status,"Hezembi s city hallis holding | z
an exhibition in memory of — MB
Teshune, displaying olditems | 5
like local pottery and clothing. 43
The main attraction, the Teshunian
Sovereign Ring, isn t there yet because
a letter claims the sender will steal the
ring as soon as we put it on display!
We request help with the security.
- Sotiliki, the ferret secretary","Hezembi
QD Meet Sotiliki © 0282
Bt Place to [Z].",Zagrożenie złodziejem,"Ratusz Hezembi organizuje wystawę ku pamięci Teshune, z dawnej ceramiki i strojów.  
Główna atrakcja — Teshunian Sovereign Ring — jeszcze nie dotarła, a już ktoś grozi w liście, że go ukradnie, gdy tylko trafi na ekspozycję!  
Potrzebujemy wsparcia w zabezpieczeniach.  
— Sotiliki, fretka, sekretarz","Hezembi  
QD: Spotkaj Sotiliki © 0282  
BE: Umieść w [Z].",Minaccia di furto,"Il municipio di Hezembi sta allestendo una mostra in memoria di Teshune, esponendo vecchi oggetti come ceramiche e abiti locali. L’attrazione principale, l’Anello Sovrano di Teshune, non è ancora arrivata perché una lettera sostiene che il mittente lo ruberà non appena lo metteremo in mostra! Chiediamo aiuto per la sicurezza. — Sotiliki, furetto, segretario",Hezembi. QD: Incontra Sotiliki © 0282. Bt: Metti in [Z].,,,,,
./log-card-049-ubran-encroachment-1.jpg,"Ż Urban Encroachment | /
Rienshtum is looking to expand. |
With the growing population z
and demand for servicesand | 0
housing, we are looking to 53
urbanise areas south of the city.
If you are interested, meet
our volunteer coordinator,
Dorromay, a slow loris, there.
- Meheroto, the wolverine land
management council director
1 space south of Rienshtum
z) Meet Dorromay @& 0277
Bt Place to [Z].",049,Ubran Encroachment,Adventurer status,"Rienshtum is looking to expand. |
With the growing population z
and demand for servicesand | 0
housing, we are looking to 53
urbanise areas south of the city.
If you are interested, meet
our volunteer coordinator,
Dorromay, a slow loris, there.
- Meheroto, the wolverine land
management council director","1 space south of Rienshtum
z) Meet Dorromay @& 0277
Bt Place to [Z].",Eksapnsja miejska,"Rienshtum planuje rozbudowę.  
Rosnąca ludność i zapotrzebowanie na usługi oraz mieszkania skłania nas do urbanizacji terenów na południe od miasta.  
Jeśli cię to interesuje, spotkaj tam naszego koordynatora wolontariuszy, Dorromaya — lori wolnego.  
— Meheroto, rosomak, dyrektor rady zagospodarowania","1 pole na południe od Rienshtum  
z): Spotkaj Dorromaya @ 0277  
BE: Umieść w [Z].",Espansione urbana,"Rienshtum vuole espandersi. Con la popolazione in crescita e la domanda di servizi e abitazioni, intendiamo urbanizzare le aree a sud della città. Se sei interessato, incontra lì il nostro coordinatore dei volontari, Dorromay, un lori lento. — Meheroto, ghiottone, direttore del consiglio di gestione del territorio",1 spazio a sud di Rienshtum. z): Incontra Dorromay @& 0277. Bt: Metti in [Z].,,,,,
./log-card-049-underground-defence-1.jpg,"Ż Underground Defence | /
My family and I run a business | z
in Meratu. We dig holes for — Mr
folks to rent out as storage. | 0
Recently, a group of moles |
have been burrowing into our
tunnels and stealing clients’ items.
Come find us near the ranger
station and help us catch these
crooks before our business sinks!
- Mouwde, the groundhog owner
Meratu
& Meet Mouwde © 0280
BE Place to [Ą.",049,Underground Defence,Adventurer status,"My family and I run a business | z
in Meratu. We dig holes for — Mr
folks to rent out as storage. | 0
Recently, a group of moles |
have been burrowing into our
tunnels and stealing clients’ items.
Come find us near the ranger
station and help us catch these
crooks before our business sinks!
- Mouwde, the groundhog owner","Meratu
& Meet Mouwde © 0280
BE Place to [Ą.",Podziemna obrona,"Razem z rodziną prowadzimy w Meratu interes: kopiemy jamy na wynajem jako magazyny.  
Ostatnio krety przekopują się do naszych tuneli i kradną klientom rzeczy.  
Znajdź nas przy stacji rangerów i pomóż dopaść złodziei, zanim nasz biznes utonie!  
— Mouwde, świstak, właściciel","Meratu  
&: Spotkaj Mouwde © 0280  
BE: Umieść w [Ą].",Difesa sotterranea,"Io e la mia famiglia gestiamo un’attività a Meratu: scaviamo buche che la gente affitta come depositi. Di recente, un gruppo di talpe ha iniziato a perforare i nostri tunnel e rubare gli oggetti dei clienti. Trovaci vicino alla stazione dei ranger e aiutaci a catturare questi ladri prima che la nostra attività affondi! — Mouwde, marmotta, proprietario",Meratu. &: Incontra Mouwde © 0280. BE: Metti in [Ą.,,,,,
./log-card-049-unusual-immigration-1.jpg,"Ż Unusual Immigration | /
Here at the Galzyr Immigration | z |
Office, we help newcomers >>
in our lands and find them ‘irs
a place to belong. |
However, a most unusual case
has come across my desk, and I
have to admit Im not equipped with
how to move forward. I may need
the help of a language expert.
- Automek, the mandrill civil servant
1 space south of Sarewar
(D Visit the office © 0482
BE Place to [Z].",049,Unusual Immigration,Adventurer status,"Here at the Galzyr Immigration | z |
Office, we help newcomers >>
in our lands and find them ‘irs
a place to belong. |
However, a most unusual case
has come across my desk, and I
have to admit Im not equipped with
how to move forward. I may need
the help of a language expert.
- Automek, the mandrill civil servant","1 space south of Sarewar
(D Visit the office © 0482
BE Place to [Z].",Nietypowa imigracja,"W Biurze Imigracyjnym Galzyr pomagamy nowym przybyszom odnaleźć miejsce dla siebie.  
Trafiła mi się jednak sprawa wyjątkowo nietypowa i muszę przyznać — nie wiem, jak ruszyć dalej.  
Może przyda się wsparcie językoznawcy.  
— Automek, mandryl, urzędnik","1 pole na południe od Sarewar  
(D: Odwiedź biuro © 0482  
BE: Umieść w [Z].",Immigrazione insolita,"Qui all’Ufficio Immigrazione di Galzyr aiutiamo i nuovi arrivati nelle nostre terre a trovare un posto a cui appartenere. Tuttavia, un caso davvero insolito è finito sulla mia scrivania e devo ammettere che non so come procedere. Potrei aver bisogno dell’aiuto di un esperto di lingue. — Automek, mandrillo, funzionario",1 spazio a sud di Sarewar. (D: Visita l’ufficio © 0482. BE: Metti in [Z].,,,,,
./log-card-049-urban-encroachment-1.jpg,"Ż Urban Encroachment | /
Rienshtum is looking to expand. |
With the growing population z
and demand for servicesand | 0
housing, we are looking to 53
urbanise areas south of the city.
If you are interested, meet
our volunteer coordinator,
Dorromay, a slow loris, there.
- Meheroto, the wolverine land
management council director
1 space south of Rienshtum
z) Meet Dorromay @& 0277
Bt Place to [Z].",049,Urban Encroachment,Adventurer status,"Rienshtum is looking to expand. |
With the growing population z
and demand for servicesand | 0
housing, we are looking to 53
urbanise areas south of the city.
If you are interested, meet
our volunteer coordinator,
Dorromay, a slow loris, there.
- Meheroto, the wolverine land
management council director","1 space south of Rienshtum
z) Meet Dorromay @& 0277
Bt Place to [Z].",Ekspansja miejska,"Rienshtum zamierza się rozbudować.  
Rosnąca populacja i zapotrzebowanie na usługi oraz mieszkania skłaniają nas do urbanizacji terenów na południe od miasta.  
Jeśli chcesz pomóc, spotkaj na miejscu naszego koordynatora wolontariuszy, Dorromaya — lori wolnego.  
— Meheroto, rosomak, dyrektor rady zagospodarowania","1 pole na południe od Rienshtum  
z): Spotkaj Dorromaya @ 0277  
BE: Umieść w [Z].",Espansione urbana,"Rienshtum vuole espandersi. Con la popolazione in crescita e la domanda di servizi e abitazioni, intendiamo urbanizzare le aree a sud della città. Se sei interessato, incontra lì il nostro coordinatore dei volontari, Dorromay, un lori lento. — Meheroto, ghiottone, direttore del consiglio di gestione del territorio",1 spazio a sud di Rienshtum. z): Incontra Dorromay @& 0277. Bt: Metti in [Z].,,,,,
./log-card-050-lost-1.jpg,"Isolated I
You can t recognise your surroundings.
Everything looks so foreign to you.
How did you even get here?
When gained, place your
figure on this card.
4 You are lost @ 0100
śJpiEcard
4.3",050,Lost,Adventurer status,"You can t recognise your surroundings.
Everything looks so foreign to you.
How did you even get here?","When gained, place your
figure on this card.
4 You are lost @ 0100
śJpiEcard
4.3",Zagubiony,"Nie rozpoznajesz otoczenia. Wszystko wydaje się obce.  
Jak ty się tu w ogóle znalazłeś?","Gdy zyskasz tę kartę, połóż na niej swoją figurkę.  
4: Jesteś zagubiony @ 0100  
śJpiEcard 4.3",Smarrito,"Non riconosci i dintorni. Tutto ti sembra estraneo. Come ci sei finito, qui?","Quando la ottieni, metti la tua miniatura su questa carta. 4: Sei perso @ 0100 śJpiEcard 4.3",,,,,
./log-card-051-imprisoned-1.jpg,"| |
Imprisoned |
be ""©"" [MFF | p M
a app SE | |
Isolated |
You re trapped in a small, cold,
and damp cell. Justified or
not, its time to bust out!
You cannot pick up quests 44, move,
trade, or become a partner ££.
ZAG Youare in jal Cat
AJDiscarał
dO",051,Imprisoned,Adventurer status,"You re trapped in a small, cold,
and damp cell. Justified or
not, its time to bust out!","You cannot pick up quests 44, move,
trade, or become a partner ££.
ZAG Youare in jal Cat
AJDiscard
",Uwięziony,"Utkwiłeś w małej, zimnej i wilgotnej celi.  
Słusznie czy nie — czas się stąd wydostać!","Nie możesz podejmować zadań 44, poruszać się, handlować ani zostać partnerem ££.  
ZAG: Jesteś w więzieniu Cat  
AJ: Odrzuć",Imprigionato,Sei intrappolato in una piccola cella fredda e umida. Giusto o no… è ora di evadere!,"Non puoi accettare missioni 44, muoverti, commerciare o diventare partner ££. ZAG: Sei in prigione Cat. AJ: Scarta.",,,,,
./log-card-052-ball-&-chain-1.jpg,"trx |
Chained
In a famous court case, a fox avoided
jail by arguing how lesser misconduct
should mean lesser decrease in mobility.
At Q and not in a scene, you
may spend 5 © to discard.
Sneak = Fight + Climb + Run
| BOYGEE IWA |
WG Wlscard.",052,Ball & Chain,Adventurer status,"In a famous court case, a fox avoided
jail by arguing how lesser misconduct
should mean lesser decrease in mobility.","At Q and not in a scene, you
may spend 5 © to discard.
Sneak = Fight + Climb + Run",Kula u nogi,"W słynnym procesie lis uniknął więzienia, dowodząc, że mniejsze przewinienie powinno oznaczać mniejsze ograniczenie ruchu.","W @, poza sceną, możesz wydać 5 × ©, aby odrzucić tę kartę.  
Skradanie = Walka + Wspinaczka + Bieg",Palla al piede,"In un famoso processo, una volpe evitò il carcere sostenendo che una colpa minore dovrebbe comportare una minore riduzione della mobilità.","In Q e non in una scena, puoi spendere 5 © per scartarla. Furtività = Combattimento + Arrampicata + Corsa",,,,,
./log-card-053-wounded-1.jpg,"CY | Wounded |
x > 5 es 24 p
AŻ) MB
] WA. f/, b
Injured „ Weary — tą
You ve seen better days. The best
course of action would probably be to
avoid physical strain or seek treatment
from a medical professional.
In*B, % and AK skill checks, get GKŻ).
At Q and not in a scene, you
may spend 2 ©) to hasten 1.",053,Wounded,Adventurer status,"You ve seen better days. The best
course of action would probably be to
avoid physical strain or seek treatment
from a medical professional.","In*B, % and AK skill checks, get GKŻ).
At Q and not in a scene, you
may spend 2 ©) to hasten 1.",Ranny,Widziało się lepsze dni. Najrozsądniej byłoby unikać wysiłku albo poszukać pomocy medycznej.,"W testach *B, % i AK zyskaj GKŻ).  
W @, poza sceną, możesz wydać 2 × ©), by pośpieszyć 1.",Ferito,Hai visto giorni migliori. La scelta più saggia sarebbe evitare sforzi fisici o cercare cure da un professionista.,"Nei test *B, % e AK, ottieni GKŻ). In Q e non in una scena, puoi spendere 2 ©) per accelerare 1.",,,,,
./log-card-054-shocked-1.jpg,"CY Shocked |
| 5 ź » 3 ©. | a ee
2 ZA © 7a > R
Stunned Weary > ig
Your mind is haunted by your
latest dreadful experiences, making
you unable to fully focus on any
tasks at hand. You can only wish
you had acted differently.
In skill checks, you cannot use your
Skill marks matching the check.",054,Shocked,Adventurer status,"Your mind is haunted by your
latest dreadful experiences, making
you unable to fully focus on any
tasks at hand. You can only wish
you had acted differently.","In skill checks, you cannot use your
Skill marks matching the check.",Wstrząśnięty,"Najnowsze, straszne przeżycia nie dają ci spokoju.  
Nie potrafisz w pełni skupić się na zadaniach — zostaje tylko myśl, że można było postąpić inaczej.",W testach umiejętności nie możesz używać znaczników odpowiadających rodzajowi testu.,Sconvolto,"La tua mente è perseguitata dalle ultime esperienze terribili, e non riesci a concentrarti davvero su ciò che hai davanti. Puoi solo desiderare di aver agito diversamente.","Nei test abilità, non puoi usare i tuoi segnalini abilità che corrispondono al tipo di test.",,,,,
./log-card-055-exhausted-1.jpg,"um Exhausted |
? CS 5 ASH
ANI 24 2 4 FR p Os
11 fp’ on fee as
U 407 Me
na | tat = a
SS OO: 2 ZEM
Tired „ Weary ANS
Drained, you cannot fathom traversing
long distances. Better rest for a while.
-| movement.
If you move O during your
travel, discard.
Run
| Get 14%. |
w",055,Exhausted,Adventurer status,"Drained, you cannot fathom traversing
long distances. Better rest for a while.","If you move O during your
travel, discard.
Run
| Get 14%. |",Wyczerpany,"Siły opadły — trudno ci sobie wyobrazić dłuższą wędrówkę.  
Lepiej chwilę odpocząć.","-| do ruchu.  
Jeśli w trakcie podróży poruszysz się o O, odrzuć tę kartę.  
Bieg  
Zyskaj 1 × 4%.",Esausto,"Sfinito, non riesci nemmeno a immaginare di coprire lunghe distanze. Meglio riposare un po’.","-| al movimento. Se ti muovi di O durante il viaggio, scarta. Corsa: Ottieni 14%.",,,,,
./log-card-056-freezing-1.jpg,"£ | freezing gb
PE 0.24
A ZE AC Ź a. a J gó a >
7 2 AZ OWV |
5 A 2 Bag o
t+. CM aly wy a See
""AK 347.0 088
=. Cold Weary = m sh aj
Thanks to your recent
adventures, you re cold to the
bone, a walking ice cube.
In skill checks, the number of 85
you can use is reduced by 2.
If you have GWEN, discard.",056,Freezing,Adventurer status,"Thanks to your recent
adventures, you re cold to the
bone, a walking ice cube.","In skill checks, the number of 85
you can use is reduced by 2.
If you have GWEN, discard.",Przemarznięty,Po ostatnich przygodach ziąb przeszedł cię do szpiku kości — chodząca kostka lodu.,"W testach liczba 85, których możesz użyć, jest mniejsza o 2.  
Jeśli masz GWEN — odrzuć tę kartę.",Assiderato,"Dopo le tue recenti avventure, sei gelato fino alle ossa: un cubetto di ghiaccio che cammina.","Nei test abilità, il numero di 85 che puoi usare è ridotto di 2. Se hai GWEN, scarta.",,,,,
./log-card-057-afraid-1.jpg,"| |
s ' na pa
p. Ł 4 SU)
— COWardice , Weary Semen
Terrified and paranoid, you can't get
rid of the thought that you could have
avoided your fate by being more careful.
When gained, hasten 1 for each
companion @ and partner <£ you have.
You Cannot choose hard skill
checks if you have other options.
J
G Discard}",057,Afraid,Adventurer status,"Terrified and paranoid, you can't get
rid of the thought that you could have
avoided your fate by being more careful.","When gained, hasten 1 for each
companion @ and partner <£ you have.
You Cannot choose hard skill
checks if you have other options.
J
G Discard",Przerażony,"Przerażenie i paranoja nie odpuszczają. Wciąż myślisz, że wystarczyłoby więcej ostrożności, by uniknąć losu.","Gdy zyskujesz tę kartę, pośpiesz 1 za każdego towarzysza @ i partnera <£, którego masz.  
Nie możesz wybierać trudnych testów umiejętności, jeśli masz inne opcje.  
J / G: Odrzuć",Terrorizzato,"Terrificato e paranoico, non riesci a liberarti dal pensiero che con più attenzione avresti potuto evitare questo destino.","Quando la ottieni, accelera 1 per ogni compagno @ e partner <£ che hai. Non puoi scegliere test difficili se hai altre opzioni. J / G: Scarta.",,,,,
./log-card-058-disheartened-1.jpg,"ea Disheartened |
a 4 A
Worried , Weary „

Whats this all for? With a heavy heart,
your mind isnt as sharp as it should
be. Your only glimmer of hope is that

perhaps tomorrow will be brighter.

In, 9, and © skill checks, get GK.",058,Disheartened,Adventurer status,"Whats this all for? With a heavy heart,
your mind isnt as sharp as it should
be. Your only glimmer of hope is that

perhaps tomorrow will be brighter.","In, 9, and © skill checks, get GK.",Zniechęcony,"Po co to wszystko? Z ciężkim sercem i stępionym umysłem pozostaje mieć nadzieję, że jutro będzie jaśniejsze.","W testach n, 9 i © zyskaj GK.",Sconfortato,"A che scopo tutto questo? Con il cuore pesante, la mente non è affilata come dovrebbe. L’unico barlume di speranza è che forse domani sarà più luminoso.","Nei test n, 9 e ©, ottieni GK.",,,,,
./log-card-059-vigorous-1.jpg,"NZ,
RJECZMC
SS). SEWEYTE | GI
Restless | Upbeat + aa
You are so full of energy that you find
it hard to stay still, searching for ways
to exhaust your vigour somewhere.
During your travel, you may
discard to get +1 movement.
If you are Exhausted ¢,
discard to return it to HAR.
Force a Intimidate 5 Run
Discard to get GED.",059,Vigorous,Adventurer status,"You are so full of energy that you find
it hard to stay still, searching for ways
to exhaust your vigour somewhere.","During your travel, you may
discard to get +1 movement.
If you are Exhausted ¢,
discard to return it to HAR.
Force a Intimidate 5 Run
Discard to get GED.",Wigor,"Masz w sobie tyle energii, że trudno ci ustać w miejscu — szukasz okazji, by ją gdzieś wyładować.","W trakcie podróży możesz odrzucić kartę, aby zyskać +1 do ruchu.  
Jeśli masz stan Exhausted ¢, odrzuć tę kartę, by odesłać go do HAR.  
Siła / Zastraszanie / Bieg  
Odrzuć kartę, aby zyskać GED.",Vigore,"Sei così pieno di energia che fai fatica a stare fermo, cercando un modo per scaricare tutta questa vitalità da qualche parte.","Durante il tuo viaggio, puoi scartare per ottenere +1 movimento. Se sei Exhausted ¢, scarta per rimetterlo in HAR. Forza / Intimidire / Corsa: Scarta per ottenere GED.",,,,,
./log-card-060-inner-peace-1.jpg,"OD nner
vt 0 * < ee 5 me
Ba > = p > : // ———
Serene Upbeat _ on is
Hard to achieve, even harder to
maintain — inner tranquility is
the goal of many meditators.
In ®, Z and A skill checks, hasten 1.
Recall 5 Convince * Observe
| Get 1% . |",060,Inner Peace,Adventurer status,"Serene Upbeat _ on is
Hard to achieve, even harder to
maintain — inner tranquility is
the goal of many meditators.","In ®, Z and A skill checks, hasten 1.
Recall 5 Convince * Observe
| Get 1% . |",Wewnętrzny spokój,"Trudny do osiągnięcia, jeszcze trudniejszy do utrzymania — wewnętrzna harmonia to cel wielu medytujących.","W testach ®, Z i A pośpiesz 1.  
Przywołanie / Przekonywanie / Obserwacja  
Zyskaj 1 × %.",Pace interiore,Serenità e buon umore sono difficili da ottenere e ancora più da mantenere: la tranquillità interiore è l’obiettivo di molti meditatori.,"Nei test ®, Z e A, accelera 1. Ricordo / Convincere / Osservare: Ottieni 1% .",,,,,
